,Date,Bid_Price,Bid_Shares,Ask_Price,Ask_Shares,FeaturePrice1,FeaturePrice2,FeaturePrice3,FeaturePrice4,FeatureShares1,FeatureShares2,price_median,price_norm,Bid_quote,Ask_quote,_pred_raw,TargetPrice
960,2016-09-21,61.08,3000.0,61.15,8000.0,61.13,61.13,61.32,61.14,418.0,2623.0,61.135000000000005,61.135000000000005,183240.0,489200.0,1.0001104207833842,61.141750574592194
961,2016-09-21,12.51,2400.0,12.54,2602.0,12.54,12.54,12.56,12.71,0.0,21.0,12.54,12.54,30024.0,32629.079999999998,1.0000595817008358,12.54074715452848
962,2016-09-21,3.43,63000.0,3.45,300.0,3.45,3.45,3.48,3.41,7608.0,8546.0,3.45,3.45,216090.0,1035.0,1.0000595817008358,3.4502055568678833
963,2016-09-21,2.75,100.0,2.99,100.0,2.65,2.55,2.55,2.6,50.0,-2816.0,2.625,2.625,275.0,299.0,0.9957344688237932,2.613802980662457
964,2016-09-21,53.8,100.0,53.83,18500.0,53.81,53.81,53.81,53.8,3980.0,7782.0,53.81,53.81,5380.0,995855.0,0.9999938214122959,53.80966753019564
965,2016-09-21,1.15,1100.0,1.2,100.0,1.16,1.12,1.12,1.16,102545.0,-59666.0,1.1549999999999998,1.1549999999999998,1265.0,120.0,1.0037128956575925,1.1592883944845191
966,2016-09-21,3.66,100.0,3.82,100.0,3.66,3.61,3.56,3.67,5468.0,-7858.0,3.66,3.66,366.0,382.0,0.9953954060062922,3.6431471859830293
967,2016-09-21,29.54,27575.0,29.56,5000.0,29.56,29.57,29.58,29.41,51073.0,6156.0,29.56,29.56,814565.5,147800.0,1.0000595817008358,29.561761235076702
968,2016-09-21,49.28,100.0,49.37,100.0,49.37,49.38,49.39,49.39,3394.0,8195.0,49.375,49.375,4928.0,4937.0,1.000858663683583,49.41739651937691
969,2016-09-21,1.11,73.0,1.2,100.0,1.2,1.2,1.21,1.2,0.0,1415.0,1.2,1.2,81.03,120.0,1.0000595817008358,1.2000714980410028
970,2016-09-21,80.51,500.0,80.92,100.0,80.96,81.01,81.01,80.54,2088.0,334.0,80.94,80.94,40255.0,8092.0,1.0000495462126564,80.94401027045241
971,2016-09-21,18.19,29.0,18.48,249.0,18.47,18.5,18.5,18.26,11729.0,579.0,18.475,18.475,527.51,4601.52,1.0009836109359738,18.49317221204212
972,2016-09-21,54.43,600.0,54.75,18.0,54.43,54.4,54.4,54.42,43509.0,-3129.0,54.425,54.425,32658.0,985.5,0.9988941117344114,54.36481203114534
973,2016-09-21,0.84,6200.0,0.89,9610.0,0.84,0.83,0.83,0.85,0.0,-633.0,0.84,0.84,5208.0,8552.9,0.9971795284182575,0.8376308038713363
974,2016-09-21,117.2,4395.0,117.39,3707.0,117.21,117.2,117.19,116.84,1442.0,-316.0,117.2,117.2,515094.0,435164.73,0.9988941117344114,117.07038989527302
975,2016-09-21,34.93,10100.0,34.95,900.0,34.93,34.87,34.75,34.44,35291.0,-9018.0,34.9,34.9,352793.0,31455.000000000004,0.9985468927928792,34.84928655847148
976,2016-09-21,0.5,19400.0,0.53,20.0,0.5116,0.51,0.51,0.51,6500.0,-8120.0,0.51,0.51,9700.0,10.600000000000001,0.99918029820549,0.5095819520848
977,2016-09-21,58.01,200.0,59.71,15.0,59.71,59.75,59.75,59.57,5740.0,154.0,59.71,59.71,11602.0,895.65,1.0000595817008358,59.713557623356905
978,2016-09-21,38.8,153.0,42.0,10.0,39.91,40.0,40.14,38.97,8946.0,3212.0,39.955,39.955,5936.4,420.0,1.0008597818581444,39.98935258414216
979,2016-09-21,0.0,0.0,0.0,0.0,10.02,10.02,0.0,10.02,7701.0,37724.0,5.01,5.01,0.0,0.0,1.6131220599626317,8.081741520412784
980,2016-09-22,34.75,350.0,34.8,439.0,34.85,34.98,34.98,34.67,26359.0,25139.0,34.825,34.825,12162.5,15277.199999999999,0.9999778796382377,34.82422965840163
981,2016-09-22,6.68,1000.0,6.8,750.0,6.7,6.69,6.68,6.57,8586.0,-3346.0,6.6850000000000005,6.6850000000000005,6680.0,5100.0,0.9996187158979589,6.682451115777856
982,2016-09-22,14.77,10.0,17.96,100.0,17.06,17.06,17.07,16.82,338.0,50.0,17.06,17.06,147.7,1796.0,0.9999938214122959,17.059894593293766
983,2016-09-22,26.01,100.0,35.3,100.0,26.61,26.45,26.42,26.76,934.0,-1017.0,26.53,26.53,2601.0,3529.9999999999995,0.99918029820549,26.508253311391652
984,2016-09-22,119.0,700.0,119.5,24.0,119.5,119.97,119.97,118.49,12766.0,2498.0,119.5,119.5,83300.0,2868.0,1.0000595817008358,119.50712001324987
985,2016-09-22,3.85,100.0,4.0,41.0,4.0,4.1,4.1,4.08,150.0,8814.0,4.04,4.04,385.0,164.0,1.0018180171877944,4.047344789438689
986,2016-09-22,25.02,100.0,28.0,268.0,25.77,25.79,25.79,25.4,845.0,677.0,25.78,25.78,2502.0,7504.0,1.0009836109359738,25.805357489929406
987,2016-09-22,51.21,100.0,52.46,77.0,52.46,52.79,52.79,52.21,11251.0,25145.0,52.46,52.46,5121.0,4039.42,1.0022505111343378,52.578061814107365
988,2016-09-22,78.8,145.0,87.98,50.0,88.7,89.32,89.32,89.32,1745.0,232.0,89.00999999999999,89.00999999999999,11426.0,4399.0,1.0020745928524488,89.19465950979647
989,2016-09-22,14.56,100.0,199999.99,200.0,15.18,15.22,15.22,15.02,44.0,256.0,15.2,15.2,1456.0,39999998.0,1.001212616559255,15.218431771700676
990,2016-09-22,49.23,100.0,53.76,100.0,51.18,50.41,50.41,51.42,8118.0,-6789.0,50.795,50.795,4923.0,5376.0,0.9997152310756987,50.78053516249012
991,2016-09-22,6.36,500.0,6.37,2167.0,6.35,6.35,6.35,6.29,288758.0,-29988.0,6.35,6.35,3180.0,13803.79,0.9988941117344114,6.342977609513512
992,2016-09-22,0.93,24900.0,0.98,20.0,0.9416,0.94,0.94,0.93,10193.0,-4460.0,0.94,0.94,23157.0,19.6,0.9996187158979589,0.9396415929440813
993,2016-09-22,0.54,100.0,0.55,6800.0,0.55,0.55,0.56,0.5574,21546.0,16898.0,0.55,0.55,54.0,3740.0000000000005,1.0000595817008358,0.5500327699354597
994,2016-09-22,793.7,14.0,793.93,695.0,793.93,795.43,795.43,789.74,24858.0,20070.0,793.93,793.93,11111.800000000001,551781.35,1.0000595817008358,793.9773036997444
995,2016-09-22,39.42,100.0,47.9,84.0,47.9,48.12,48.12,47.93,384.0,2103.0,47.915,47.915,3942.0,4023.6,1.0011009823757298,47.96775357053309
996,2016-09-22,14.1,150.0,14.64,400.0,14.58,14.64,14.7,13.63,7638.0,1247.0,14.61,14.61,2115.0,5856.0,1.0008597818581444,14.622561412947489
997,2016-09-22,109.06,1691.0,109.11,400.0,109.06,109.03,107.78,106.71,1221.0,-4902.0,109.045,109.045,184420.46,43644.0,0.9981374676217525,108.841900156814
998,2016-09-22,9.12,1.0,9.26,548.0,9.12,8.8,8.8,8.8,258.0,-18688.0,8.96,8.96,9.12,5074.48,0.997779610525153,8.940105310305372
999,2016-09-22,5.47,100.0,5.51,100.0,5.47,5.42,5.42,5.44,338.0,-1709.0,5.455,5.455,547.0,551.0,0.9989945032166598,5.449515015046879
1000,2016-09-22,3.0,6000.0,3.03,470.0,3.0,3.0,3.0,2.61,59751.0,-32951.0,3.0,3.0,18000.0,1424.1,0.9920502833962804,2.976150850188841
1001,2016-09-22,44.5,25.0,46.61,99.0,44.94,45.0,45.0,44.26,4257.0,652.0,44.97,44.97,1112.5,4614.39,1.0011338953311626,45.020991273042384
1002,2016-09-22,43.41,100.0,43.59,200.0,43.59,43.84,43.84,43.11,37441.0,13289.0,43.59,43.59,4341.0,8718.0,1.0009815410394085,43.63278537390782
1003,2016-09-22,24.27,265.0,29.0,100.0,28.87,28.9,28.9,28.6,1530.0,513.0,28.884999999999998,28.884999999999998,6431.55,2900.0,1.0009836109359738,28.9134116018856
1004,2016-09-22,39.09,100.0,41.14,2500.0,41.14,41.14,41.15,41.03,2930.0,845.0,41.14,41.14,3909.0000000000005,102850.0,1.0000595817008358,41.142451191172384
1005,2016-09-22,30.6,100.0,32.5,50.0,31.4,31.46,31.48,30.98,850.0,553.0,31.43,31.43,3060.0,1625.0,1.001212616559255,31.468112538457383
1006,2016-09-22,197.65,400.0,197.75,300.0,197.65,196.72,196.7,196.03,47805.0,-31730.0,197.185,197.185,79060.0,59325.0,0.9985190062200745,196.8929702415054
1007,2016-09-22,1.64,9.0,1.74,825.0,1.64,1.61,1.61,1.56,0.0,-3493.0,1.625,1.625,14.76,1435.5,0.9984769327420243,1.6225250157057896
1008,2016-09-22,12.9,19.0,22.93,200.0,22.93,22.93,28.36,14.97,0.0,22.0,22.93,22.93,245.1,4586.0,0.6713298300452478,15.393593002937532
1009,2016-09-22,28.3,60.0,29.99,50.0,29.57,29.57,29.57,29.17,1132.0,83.0,29.57,29.57,1698.0,1499.5,0.9999938214122959,29.56981729916159
1010,2016-09-22,3.95,1125.0,4.09,500.0,4.05,4.15,4.18,3.8,5346.0,13652.0,4.07,4.07,4443.75,2045.0,1.0046075193671293,4.088752603824217
1011,2016-09-22,4.95,1000.0,5.0,1000.0,4.95,4.95,4.94,5.0,32095.0,-1024.0,4.95,4.95,4950.0,5000.0,0.9988941117344114,4.944525853085337
1012,2016-09-22,11.79,100.0,14.95,200.0,14.49,14.75,14.75,14.33,769.0,1730.0,14.620000000000001,14.620000000000001,1179.0,2990.0,1.000313630169492,14.624585273077972
1013,2016-09-22,2.16,87.0,2.6,2000.0,2.4,2.43,2.43,2.25,6311.0,357.0,2.415,2.415,187.92000000000002,5200.0,1.0002207659271352,2.4155331497140313
1014,2016-09-22,6.7,100.0,6.72,600.0,6.72,6.72,6.75,6.7,82.0,321.0,6.72,6.72,670.0,4032.0,1.0000595817008358,6.720400389029616
1015,2016-09-22,148.0,100.0,155.0,280.0,148.51,148.32,148.31,148.44,549.0,-709.0,148.38,148.38,14800.0,43400.0,0.9994429287396503,148.2973417663893
1016,2016-09-22,29.21,100.0,30.14,100.0,29.56,29.96,29.99,29.46,820.0,1027.0,29.759999999999998,29.759999999999998,2921.0,3014.0,1.0002207659271352,29.766569993991542
1017,2016-09-22,262.28,11.0,276.0,324.0,276.0,276.0,276.0,274.27,12172.0,1161.0,276.0,276.0,2885.08,89424.0,1.0000595817008358,276.0164445494307
1018,2016-09-22,25.52,300.0,25.74,200.0,25.75,25.75,25.79,25.26,691.0,104.0,25.744999999999997,25.744999999999997,7656.0,5148.0,1.00032509857977,25.753369662936176
1019,2016-09-22,36.5,295.0,36.66,100.0,36.47,36.44,36.43,35.68,31838.0,-1603.0,36.455,36.455,10767.5,3665.9999999999995,0.9986510372816438,36.40582356410233
1020,2016-09-22,30.0,100.0,30.84,500.0,30.93,30.96,30.99,30.64,16836.0,8194.0,30.884999999999998,30.884999999999998,3000.0,15420.0,0.999949993065433,30.883455535825895
1021,2016-09-22,75.12,100.0,75.86,300.0,75.86,75.86,84.49,75.44,20.0,10.0,75.86,75.86,7512.0,22758.0,0.9977829392838619,75.69181377407376
1022,2016-09-22,31.53,600.0,31.58,610.0,31.53,31.5,31.5,31.36,364480.0,-189443.0,31.515,31.515,18918.0,19263.8,0.9985468927928792,31.46920532636759
1023,2016-09-22,0.39,120000.0,0.4,115400.0,0.3942,0.39299999999999996,0.39,0.3715,27948.0,-8246.0,0.39149999999999996,0.39149999999999996,46800.0,46160.0,0.9996187158979589,0.3913507272740509
1024,2016-09-22,4.51,60.0,4.59,450.0,4.59,4.6,4.6,4.5,22834.0,61010.0,4.59,4.59,270.59999999999997,2065.5,1.0000595817008358,4.590273480006836
1025,2016-09-22,25.78,1.0,29.97,500.0,29.21,28.76,28.73,28.78,3253.0,-8361.0,28.770000000000003,28.770000000000003,25.78,14985.0,0.99918029820549,28.746417179371953
1026,2016-09-22,37.53,1200.0,37.72,1000.0,37.72,37.72,37.79,37.22,404.0,388.0,37.72,37.72,45036.0,37720.0,1.0000595817008358,37.722247421755526
1027,2016-09-22,69.59,200.0,73.05,100.0,69.59,69.59,69.46,69.64,0.0,-10.0,69.59,69.59,13918.0,7305.0,0.9988941117344114,69.5130412355977
1028,2016-09-22,1.89,800.0,1.9,10000.0,1.89,1.89,1.89,1.88,509.0,-6607.0,1.89,1.89,1512.0,19000.0,0.9988941117344114,1.8879098711780375
1029,2016-09-22,18.25,1900.0,18.31,2300.0,18.3,19.56,23.0,18.62,332.0,11124.0,18.465,18.465,34675.0,42113.0,1.0001619976944027,18.467991287427147
1030,2016-09-22,82.34,100.0,83.75,400.0,83.75,83.99,84.07,83.47,22430.0,14375.0,83.75,83.75,8234.0,33500.0,1.0000595817008358,83.754989967445
1031,2016-09-22,26.72,200.0,27.09,100.0,26.9,26.93,26.99,26.76,117.0,1509.0,26.915,26.915,5344.0,2709.0,1.000781060630052,26.93602224685785
1032,2016-09-22,3.51,300.0,3.55,1000.0,3.47,3.45,3.45,3.5,13392.0,-9429.0,3.4850000000000003,3.4850000000000003,1053.0,3550.0,0.9977289071077475,3.4770852412705007
1033,2016-09-22,14.53,100.0,15.28,55.0,15.28,15.29,15.29,15.2,4894.0,360.0,15.28,15.28,1453.0,840.4,1.0000595817008358,15.28091040838877
1034,2016-09-22,7.02,137800.0,7.04,81200.0,7.02,7.02,7.0,6.82,28964.0,-11238.0,7.02,7.02,967355.9999999999,571648.0,0.9988941117344114,7.012236664375568
1035,2016-09-22,58.32,4400.0,58.88,4400.0,58.88,58.88,93.58,56.95,0.0,1.0,58.88,58.88,256608.0,259072.0,0.9905965903368277,58.326327239032416
1036,2016-09-22,94.1,58.0,94.27,100.0,94.27,94.3,94.31,94.15,326.0,298.0,94.27,94.27,5457.799999999999,9427.0,1.0000595817008358,94.27561676693779
1037,2016-09-22,0.64,300.0,3.0,1000.0,0.68,0.6825,0.0,0.65,0.0,20.0,0.665,0.665,192.0,3000.0,0.998653239945214,0.6641044045635673
1038,2016-09-22,0.12,29200.0,0.13,13000.0,0.1398,0.14,0.14,0.1343,37149.0,31059.0,0.13705,0.13705,3504.0,1690.0,0.9999662315228771,0.1370453720302103
1039,2016-09-22,14.76,150.0,14.85,2000.0,14.76,14.65,14.65,14.54,39043.0,-10416.0,14.705,14.705,2214.0,29700.0,0.998432438093735,14.681949002168373
1040,2016-09-22,14.44,100.0,16.23,90.0,16.23,16.31,16.34,16.25,343.0,847.0,16.240000000000002,16.240000000000002,1444.0,1460.7,1.0012512667709186,16.26032057235972
1041,2016-09-22,14.77,1500.0,14.85,300.0,14.75,14.75,14.75,14.74,85970.0,-1081.0,14.75,14.75,22155.0,4455.0,0.9988941117344114,14.73368814808257
1042,2016-09-22,108.7,200.0,109.0,100.0,109.0,109.0,109.0,108.02,16437.0,2390.0,109.0,109.0,21740.0,10900.0,1.0000595817008358,109.0064944053911
1043,2016-09-22,130.4,338.0,130.42,3112.0,130.42,130.48,130.48,129.94,184463.0,11528.0,130.42,130.42,44075.200000000004,405867.04,1.0000595817008358,130.42777064542298
1044,2016-09-22,13.65,801.0,13.75,50.0,13.65,13.52,13.51,13.45,91710.0,-61920.0,13.585,13.585,10933.65,687.5,0.998432438093735,13.563704671503391
1045,2016-09-22,9.22,50.0,9.69,69.0,9.22,9.21,9.21,9.22,1304.0,-140.0,9.22,9.22,461.00000000000006,668.61,0.9988941117344114,9.209803710191274
1046,2016-09-22,53.86,100.0,54.1,100.0,54.09,54.1,54.24,53.95,217.0,148.0,54.095,54.095,5386.0,5410.0,1.0001104207833842,54.10097321227717
1047,2016-09-22,2.67,3400.0,2.77,1500.0,2.67,2.67,2.67,2.66,1021.0,-10.0,2.67,2.67,9078.0,4155.0,0.9988941117344114,2.6670472783308785
1048,2016-09-22,35.34,100.0,47.57,100.0,42.8,42.6,42.58,43.0,5923.0,-4177.0,42.7,42.7,3534.0000000000005,4757.0,0.99918029820549,42.664998733374425
1049,2016-09-22,2.79,100.0,2.85,1721.0,2.85,2.88,2.88,2.6,54008.0,13075.0,2.85,2.85,279.0,4904.85,1.0031836444302416,2.8590733866261884
1050,2016-09-22,0.48,11100.0,0.49,2700.0,0.493,0.4949,0.495,0.4939,34689.0,25057.0,0.49345,0.49345,5328.0,1323.0,1.0017172469190363,0.4942973754921985
1051,2016-09-22,0.01,200.0,10.29,47.0,10.17,10.17,10.2,10.21,1.0,299.0,10.184999999999999,10.184999999999999,2.0,483.62999999999994,1.001212616559255,10.197350499656011
1052,2016-09-22,67.4,129.0,67.46,900.0,67.46,67.5,68.14,67.59,346.0,2119.0,67.47999999999999,67.47999999999999,8694.6,60713.99999999999,1.0011009823757298,67.55429429071424
1053,2016-09-22,4.53,200.0,4.58,7200.0,4.52,4.52,4.5,4.49,2200.0,-1981.0,4.52,4.52,906.0,32976.0,0.9988941117344114,4.51500138503954
1054,2016-09-22,104.91,2207.0,104.95,25.0,105.01,105.1,105.11,102.44,13796.0,1835.0,104.98,104.98,231536.37,2623.75,1.0000495462126564,104.98520136140468
1055,2016-09-22,808.9,21.0,808.91,200.0,808.86,810.0,810.0,805.03,12862.0,8569.0,808.905,808.905,16986.899999999998,161782.0,0.9994293060951497,808.443362846897
1056,2016-09-22,10.7,25.0,11.03,300.0,10.79,10.79,10.8,10.73,4211.0,1297.0,10.79,10.79,267.5,3309.0,0.9999938214122959,10.789933333038672
1057,2016-09-22,11.93,200.0,12.54,100.0,12.54,12.54,12.54,12.43,11377.0,651.0,12.54,12.54,2386.0,1254.0,1.0000595817008358,12.54074715452848
1058,2016-09-22,27.25,1500.0,27.58,100.0,27.58,27.58,27.62,27.44,2649.0,138.0,27.58,27.58,40875.0,2758.0,1.0000595817008358,27.581643263309047
1059,2016-09-22,44.8,100.0,54.25,20.0,54.25,54.53,54.53,54.5,694.0,348.0,54.375,54.375,4480.0,1085.0,1.001329987999011,54.44731809744622
1060,2016-09-22,3.97,318752.0,3.98,339456.0,3.97,3.96,3.75,1.49,80386.0,-200808.0,3.965,3.965,1265445.4400000002,1351034.88,0.997501743227226,3.9550944118959506
1061,2016-09-22,45.39,100.0,47.9,78.0,46.41,46.89,46.91,45.85,3281.0,7368.0,46.65,46.65,4539.0,3736.2,1.0005175610472932,46.67414422285623
1062,2016-09-22,299.01,100.0,299.5,10.0,299.88,299.93,299.93,297.53,11430.0,840.0,299.69,299.69,29901.0,2995.0,0.9999778796382377,299.68337074878343
1063,2016-09-22,0.95,1000.0,0.99,3568.0,0.9994,0.9994,1.03,0.99,0.0,1029.0,0.9946999999999999,0.9946999999999999,950.0,3532.32,0.9993077864345289,0.9940114551664258
1064,2016-09-22,13.27,10.0,13.6,100.0,13.17,13.0,12.95,13.27,10328.0,-8579.0,13.219999999999999,13.219999999999999,132.7,1360.0,0.9954622315581437,13.16001070119866
1065,2016-09-22,37.61,300.0,37.63,600.0,37.61,37.58,37.58,37.45,243724.0,-57439.0,37.595,37.595,11283.0,22578.0,0.9986510372816438,37.5442857466034
1066,2016-09-22,8.22,79.0,8.64,100.0,8.64,8.65,8.65,8.6,422.0,371.0,8.64,8.64,649.38,864.0,1.0000595817008358,8.640514785895222
1067,2016-09-22,15.38,100.0,199999.99,100.0,15.38,15.38,15.34,15.38,100.0,-500.0,15.38,15.38,1538.0,19999999.0,0.9988941117344114,15.362991438475248
1068,2016-09-22,25.61,300.0,25.66,300.0,25.61,25.55,25.55,25.48,0.0,-700.0,25.58,25.58,7683.0,7698.0,0.9985190062200745,25.542116179109502
1069,2016-09-22,82.39,41.0,89.8,105.0,86.27,86.38,86.38,85.49,392.0,378.0,86.32499999999999,86.32499999999999,3377.9900000000002,9429.0,1.0011338953311626,86.4228835144626
1070,2016-09-22,3.77,100.0,4.18,100.0,4.18,4.18,4.18,4.2,356.0,644.0,4.18,4.18,377.0,418.0,1.0000595817008358,4.180249051509493
1071,2016-09-22,8.33,100.0,8.39,400.0,8.39,8.41,8.41,8.4,1749.0,1030.0,8.395,8.395,833.0,3356.0,1.0012512667709186,8.40550438454186
1072,2016-09-22,89.94,40.0,94.48,100.0,93.5,93.68,93.82,93.29,19236.0,8233.0,93.59,93.59,3597.6,9448.0,1.0008597818581444,93.67046698410374
1073,2016-09-22,14.99,150.0,15.74,40.0,15.74,15.76,15.77,15.76,100.0,303.0,15.75,15.75,2248.5,629.6,1.0012512667709186,15.769707451641967
1074,2016-09-22,49.72,700.0,49.85,100.0,49.65,49.64,49.64,49.4,583.0,-334.0,49.644999999999996,49.644999999999996,34804.0,4985.0,0.9988941117344114,49.590098177054855
1075,2016-09-22,81.03,100.0,81.13,500.0,81.03,81.03,81.01,81.03,8748.0,-2095.0,81.03,81.03,8103.0,40565.0,0.9988941117344114,80.94038987383937
1076,2016-09-22,1.7,100.0,1.82,2000.0,1.7,1.7,0.0,1.69,0.0,-200.0,1.7,1.7,170.0,3640.0,0.999612653848048,1.6993415115416814
1077,2016-09-22,30.54,400.0,31.15,40.0,30.69,30.85,30.85,30.26,2692.0,4257.0,30.770000000000003,30.770000000000003,12216.0,1246.0,1.0008597818581444,30.796455487775106
1078,2016-09-22,4.24,30.0,4.47,400.0,4.47,4.47,4.52,4.5,0.0,211.0,4.47,4.47,127.2,1788.0,1.0000595817008358,4.470266330202736
1079,2016-09-22,1.86,1000.0,2.08,300.0,2.05,2.1,2.1,2.0,1751.0,3204.0,2.065,2.065,1860.0,624.0,1.0021647522337576,2.069470213362709
1080,2016-09-22,29.45,100.0,29.88,100.0,29.46,29.1,29.0,32.15,10250.0,-1784.0,29.455,29.455,2945.0,2988.0,0.9985318519798997,29.411755700067943
1081,2016-09-22,15.53,100.0,16.23,200.0,15.46,15.45,15.45,15.48,31164.0,-70.0,15.47,15.47,1553.0,3246.0,0.9995629078663195,15.463238184691964
1082,2016-09-22,0.01,300.0,199999.99,100.0,27.3,27.61,199999.99,27.38,0.0,420.0,27.494999999999997,27.494999999999997,3.0,19999999.0,0.9958998971856404,27.38226767311918
1083,2016-09-22,17.81,400.0,17.86,9279.0,17.86,17.89,17.9,17.66,243105.0,42694.0,17.86,17.86,7123.999999999999,165722.94,1.0000595817008358,17.861064129176928
1084,2016-09-22,42.45,1000.0,42.5,31.0,42.45,42.44,42.44,41.91,74223.0,-2755.0,42.445,42.445,42450.0,1317.5,0.9988941117344114,42.3980605725671
1085,2016-09-22,24.3,409.0,24.43,502.0,24.43,24.47,24.48,24.25,381.0,388.0,24.43,24.43,9938.7,12263.86,1.0000595817008358,24.43145558095142
1086,2016-09-22,66.5,200.0,66.7,100.0,66.7,66.7,66.73,66.96,1248.0,136.0,66.7,66.7,13300.0,6670.0,1.0000595817008358,66.70397409944574
1087,2016-09-22,17.2,99.0,19.79,100.0,18.1,18.12,18.12,17.84,962.0,1338.0,18.11,18.11,1702.8,1979.0,1.0011338953311626,18.130534844447354
1088,2016-09-22,18.53,60.0,18.78,325.0,18.78,18.79,18.95,18.1,8907.0,512.0,18.78,18.78,1111.8000000000002,6103.5,1.0000595817008358,18.781118944341696
1089,2016-09-22,59.58,252.0,59.75,100.0,59.75,59.75,59.92,59.5,1524.0,506.0,59.75,59.75,15014.16,5975.0,1.0000595817008358,59.75356000662494
1090,2016-09-22,2.18,25100.0,2.19,6995.0,2.23,2.23,2.3,1.94,364162.0,159064.0,2.21,2.21,54718.00000000001,15319.05,0.9985539454691161,2.2068042194867465
1091,2016-09-22,65.43,53.0,65.5,150.0,65.3,65.2,65.2,64.86,111269.0,-34220.0,65.25,65.25,3467.7900000000004,9825.0,0.9984603246665398,65.14953618449172
1092,2016-09-22,0.59,65.0,0.6,3438.0,0.6115,0.62,0.62,0.63,41324.0,26442.0,0.61575,0.61575,38.35,2062.7999999999997,1.0018811750313976,0.616908333525583
1093,2016-09-22,11.3,500.0,11.7,100.0,11.72,11.81,11.81,11.55,1539.0,1183.0,11.71,11.71,5650.0,1170.0,1.0012917713012053,11.725126641937115
1094,2016-09-22,6.02,200.0,6.12,100.0,6.02,5.96,5.96,6.19,17376.0,-14413.0,6.02,6.02,1204.0,612.0,0.9970186252973161,6.002052124289842
1095,2016-09-22,8.82,11050.0,8.83,300.0,8.83,8.9,8.97,8.87,205821.0,35772.0,8.85,8.85,97461.0,2649.0,1.0009204394108908,8.858145888786384
1096,2016-09-22,0.76,200.0,0.84,4000.0,0.7144,0.69,0.68,0.6499,0.0,-27539.0,0.7021999999999999,0.7021999999999999,152.0,3360.0,0.997779610525153,0.7006408425107623
1097,2016-09-22,3.4,775.0,4.13,900.0,3.48,3.48,3.45,3.48,0.0,-684.0,3.48,3.48,2635.0,3717.0,1.0001808274880908,3.480629279658556
1098,2016-09-22,0.9,100.0,1.65,100.0,199999.99,199999.99,0.0,1.59,1537.0,849.0,1.62,1.62,90.0,165.0,0.9983692817291393,1.6173582364012058
1099,2016-09-22,10.61,164.0,10.63,2322.0,10.63,10.65,10.65,10.68,21475.0,9337.0,10.64,10.64,1740.04,24682.86,1.001329987999011,10.654151072309476
1100,2016-09-22,1469.0,20.0,1470.92,15.0,1469.0,1464.0,1464.0,1464.0,2030.0,-3769.0,1466.5,1466.5,29380.0,22063.800000000003,0.9985190062200745,1464.3281226217393
1101,2016-09-22,1.25,600.0,1.28,100.0,1.28,1.28,1.29,1.275,75.0,449.0,1.28,1.28,750.0,128.0,1.0000595817008358,1.2800762645770698
1102,2016-09-22,23.78,700.0,24.7,700.0,24.69,24.7,0.0,24.05,160.0,880.0,24.37,24.37,16646.0,17290.0,0.999114687868187,24.34842494334772
1103,2016-09-22,86.08,900.0,88.17,100.0,88.17,88.42,89.04,86.68,4592.0,230.0,88.17,88.17,77472.0,8817.0,1.0000595817008358,88.1752533185627
1104,2016-09-22,0.42,1000.0,0.44,7200.0,0.4484,0.4487,0.46,0.424,12729.0,15771.0,0.44420000000000004,0.44420000000000004,420.0,3168.0,1.0000891968467327,0.4442396212393187
1105,2016-09-22,1.63,1900.0,1.66,1900.0,1.63,1.62,1.62,1.64,6250.0,-15729.0,1.63,1.63,3097.0,3154.0,0.9988941117344114,1.6281974021270906
1106,2016-09-22,40.5,2000.0,40.75,200.0,40.5,40.44,40.44,40.29,82847.0,-35989.0,40.47,40.47,81000.0,8150.0,0.9985468927928792,40.411192751327825
1107,2016-09-22,15.75,900.0,15.79,100.0,15.79,15.89,15.89,15.71,1349.0,3282.0,15.79,15.79,14175.0,1579.0,1.0022505111343378,15.825535570811194
1108,2016-09-22,118.84,27800.0,118.85,200.0,118.84,118.8,118.5,118.15,71297.0,-34691.0,118.82,118.82,3303752.0,23770.0,0.9988941117344114,118.68859835628277
1109,2016-09-22,14.93,1101.0,15.14,500.0,14.93,14.93,14.8,14.69,228.0,-72.0,14.93,14.93,16437.93,7570.0,0.9984025342136298,14.906149835809492
1110,2016-09-22,57.16,100.0,57.52,30.0,57.15,57.15,57.13,56.82,4377.0,-11.0,57.15,57.15,5716.0,1725.6000000000001,0.9988941117344114,57.086798485621614
1111,2016-09-22,1.83,300.0,1.9,1000.0,1.88,1.9,2.15,1.83,1282.0,1332.0,1.89,1.89,549.0,1900.0,1.0005798740908773,1.891095962031758
1112,2016-09-22,8.98,11889.0,9.0,1000.0,8.98,8.98,8.98,8.99,33882.0,-51928.0,8.98,8.98,106763.22,9000.0,0.9988941117344114,8.970069123375016
1113,2016-09-22,6.75,4500.0,7.16,69.0,6.91,6.9,6.9,6.9,1717.0,-1524.0,6.9,6.9,30375.0,494.04,0.99918029820549,6.894344057617881
1114,2016-09-22,54.25,100.0,54.3,200.0,54.25,54.16,54.16,53.98,99666.0,-41521.0,54.205,54.205,5425.0,10860.0,0.9985468927928792,54.12623432383802
1115,2016-09-22,38.5,20.0,40.0,600.0,38.5,37.98,37.98,38.365,688.0,-383.0,38.432500000000005,38.432500000000005,770.0,24000.0,0.9980472129929291,38.35744951335075
